UserName,Date,"Star rating","Review or Comment",Link
"Roy Estaris","December 1, 2016 ",5.0,"My brother Robert who has been bed ridden and paralyzed  with Multiple Sclerosis from his neck down for more than 30 years now has a new  friend named Alexa! He was in tears with happiness when Alexa played 70's music, played Jeopardy, answered all his questions and wakes him up every morning. Thank you Amazon for giving my brother a new bedside companion.  Happy Holidays  Roy ",
DJ,"December 30, 2016 ",3.0,"Having worked in the electronics retail industry for years now, I've seen scores of Smart devices come and go.  Until now, nobody quite got it right.  In the Echo Dot, Amazon has created a near perfect blend of hardware and software.  I've seen plenty of the former, but truly seamless multi platform software has eluded everyone but Amazon.  We're talking major players like Samsung and Google who have been at it for much longer than Amazon.  The main problem is that excellent products like the Samsung Smart Things hub, which do a fantastic job of unifying a slew of different connected devices from different companies (Nest, Honeywell, Phillips, and so on), still lacked the web connectivity and entertainment support I wanted, so I'd still end up needing my tablet or phone.  Thanks to fantastic third party support, the Dot has no problem controlling all of my smart stuff while allowing me to listen to music, order food, check the weather, listen to the radio, set alarms and timers, all of which is easily accomplished through simple voice commands.  To me, this is the exceedingly rare product that I didn't know I needed, and now can't live without.  Similar to the smartphone and tablet I use every day that didn't exist just a few short years ago.    If you're even a little bit curious you owe it to yourself to give the dot a try.  Add a good speaker and enjoy just how simple a connected life can be!    Update:  After a bit more time with the dot, or maybe I should say dots since I went out and bought another one for my living room, I've come up with a few tips.    1.  Use the best speakers you can with it.  I found that while Bluetooth was convenient I got much better sound out of my JBL duet computer speakers.    2.  Take the time to voice train Alexa at least once.  It's kinda tedious but really improves the accuracy.  I've now gone through three trainings with each dot, the phrasing gets more intricate with each, and it really is amazing how much of an improvement it makes.  Kinda hard to quantify, but I'd guess Alexa is at least twice as likely to understand long, complex phrases and has also gained noticeable accuracy when ambient noise I'd present.    3.  If a phrase doesn't yield the results you're looking for, reword it and try again.  For instance, &#34;Alexa, lower the temperature to 75 degrees&#34; got no result, so I tried &#34;Alexa, Honeywell Thermostat, 75 degrees&#34; and she picked it up perfectly.    4.  Take the time to look through all the skills.  There's a lot of helpful and just plain fun stuff in there, from strange facts to a calculator and everything in between, that really helps to enhance the experience.    5.  I'd never really used my prime music prior to setting up my dots.  Now I can't live without it!  I can say basically whatever I want and I get a result.  My favs so far:  &#34;Alexa, play 90s music&#34;, &#34;Alexa, play indie music&#34;, and &#34;Alexa, play thunderstorm sounds&#34;.  The last one I ask to repeat and it plays all night.  Really a great &#34;freebie&#34; if you're a prime member.    6.  I was a bit worried initially that Alexa might be triggered accidentally by ambient TV or general household noise, so I'm really impressed that it's only happened twice so far.  Both times in my living room when I was watching TV at high volume.  If it's a concern, the mic can be temporarily disabled, so the dot won't trigger and listen accidentally.    7.  I've had no problem pairing the dot to a variety of devices including:  two different Bluetooth speakers, my Galaxy S7 edge, and pioneer receiver.  I need to look into it further, but each time I paired my phone the Bluetooth connection to the speaker was lost, so I ended up having to listen to the built in speaker.  Definitely not ideal for music, but no big deal if you're using wired speakers.  Plus, most Bluetooth sets offer an auxiliary input for wired listening.    8.  It's fun to ask Alexa general questions to see if she's capable of finding the answers.  So far I've gotten accurate responses to &#34;Alexa, what's the definition of&#34;, &#34;Alexa, how far away is&#34;, &#34;Alexa, Wikipedia&#34; (just about anything you can think of and she'll tell you more if you ask &#34;Alexa, tell me more&#34;).  If you have the time, ask her a set of questions and you'll quickly get used to her nuances.    9.  Even though the microphones are extremely sensitive and quite accurate, I've found that the Dot works best when placed on a surface that's close to the level of the person speaking to it.  Generally speaking, three to five feet off the ground.  Alexa had some trouble hearing my requests when the dot was placed above or behind me.  If you'd like to place the dot higher, it works much better when flush with the wall, instead of sitting on a shelf etc.  I tried both setups and found with a couple nails set apart to make a cradle facing the dot out towards the room works best for me (sorry for the run on sentence lol).    Suggestions for Improvement:    1.  Unlike the upcoming Google Home BT speaker, the Dot and other Alexa devices are unable to answer general web queries.  They do a decent job of answering factual questions like &#34;How far away is the sun&#34; but I'd really like too see Amazon add a &#34;search&#34; function.    2.  Not Amazon's fault, but several of the news briefing skills update infrequently and volume levels vary enough that I'd find myself constantly changing the volume level to match.    3.  I enabled briefings from several outlets like NPR, BBC, AP, and so on.  I'd suggest you pick one or two and stick with them, otherwise you'll here the same news over and over.  I ended up going with BBC and AP briefings. ",
"Bryant R.","December 1, 2016 ",5.0,"So I don't normally write reviews but I just has to this time. Recently, I lost my cat best friend to cancer 2 days after Christmas. It was the worst day of my life. Imagine losing your friend that's been with you through every breakup, every apartment, nearly being homeless and more. When he passed I felt such an emptiness in my home.  A few days ago I was searching for something to put my mind at ease and saw the advertisement for the Amazon Echo on the Amazon app. I remember watching a Mr. Robot episode where some FBI agent who suffers from insomnia was using Alexa to keep her entertained.  So I started researching YouTube videos and reviews and took a chance and ordered it. It arrived today and the setup was super easy. I immediately started asking it questions and had it play music and play the news. Then I discovered some zen type apps that go with the echo and I completely fell in love with it. It's almost like having a real personal assistant who lifts up your spirits when your down. It suggested new music which I actually liked and the built in speaker isn't bad at all for the price.  The Amazon echo did not replace my beautiful cat kouga but it did bring stop the empty feeling around the house for now. I added a picture of my cat instead of the echo since everyone already knows what the echo looks like.  I would totally recommend buying this product. I don't see any negatives other than the fact you can't really ask it followup questions like google assistant but I'm sure they'll make it happen.  Thanks for letting me rant ",
RaVen,"October 24, 2016 ",5.0,"Thanks for taking the time to read this review!  This re-release of a critically acclaimed device is quite honestly a grand slam. Although slightly smaller then last years release, this device now picks up your voice even better! Im talking litterally talking leaps and bounds better. I can now say &#34;alexa&#34; and she hears me even when im downstairs or even when im blaring music thru my Harmon Kardon Onyx speaker. I found myself yelling at last years  Echo dot and approaching the device wielding a kitchen knife attempting to get her to listen.    We will be ordering a second device so we can try out its &#34;multi-room voice recognition&#34; technology. Amazon claims to have instilled a awesome feature where only one echo dot responds to your command if you have multiple devices. So bassically the dot closest to you awaits to the awake word &#34;alexa&#34; on a side note The basic Amazon Music Unlimited will only work on ONE of your devices. Not one at a time, but ONE. If you want to use it on more than one Dot or Echo, you have to purchase a &#34;multi-device&#34; plan: https://www.amazon.com/gp/dmusic/promotions/AmazonMusicUnlimited      The main selling point of this device is you can use any of your exsisting bluetooth speakers to play your amazon playlist at a mild roar,or you can use the 3.5mm jack on the back to connect to your home theater and really give your ear drums a beating. (At your own risk of course). I have both the amazon tap and the echo. Unfortunately these devices have their flaws when it comes to audio reproduction.hence the bluetooth and the 3.5mm jack connectivity on this device will allow for the pickiest of listeners to appreciate their music thru exsisting devices. I will mention that the echo dot does have a very strong bluetooth signal so devices placed within a foot of this device had issues connecting. Once those bluetooth speakers were moved a few feet away they worked perfectly.  The echo dot does have a built in speaker but it does sound tinny. It definitely works for light bedroom or kitchen use.    At 50$ I was not expecting a whole lot. However amazon seriously went above and beyond to offer this incredible device at half the cost of last years model. And as stated above,it actually works better! I can also confirm that its connectivity with our in home smart devices. Works well with our TP Link smart plug so if I come home to a dark house, all I have to say is &#34;alexa turn on the lights&#34; and our downstairs lights spring into action.    My only negatives were with the actual alexa app as it really gave me fits during setup only on my samsung s2 tablet. Spent a good 5-6 minutes and never got it to setup correctly. However the alexa app on my galaxy s6 phone found and paired the echo with ease. Just a weird quirk. Also Alexa still has her quirks. unless you phrase some questions correctly she still responds with &#34;sorry I didn't get that&#34;  Alexa is still a developing search engine so My hopes is that she will continue to grow as even more users jump onto these incredible amazon devices.Prime music is our prime application and hence this device meets our expectations.    Another thing to mention is the echo dot will not play your iTunes or google play music as of now. Those 2 companies are releasing devices of their own so as we all know they will push their own devices rather then make them compatible with a competing companies device. Amazon Prime music is a great added benefit for those of you that are existing Prime users so this device works well in giving you access to all of your &#34;free&#34; music.    I did a unboxing and setup and show you how this device works video on youtube. Just look up &#34;New Amazon echo dot 2nd gen 2016 release Unboxing&#34; under my channel LMMProductions to see this incredible device in action.    I will continue to update this review as I spend more time with this device. ",
"Brian C","January 10, 2017 ",5.0,"There's already a ton reviews for the Amazon Echo, but I just wanted say how happy we are with this product.    I initially thought that I should get the regular larger speaker Amazon Echo for our living room/kitchen for the first floor of our 2- level condo and because it's a larger room than our bedrooms upstairs; however, when the Echo Dot went on sale for $40, I thought it was a really good value over the more expensive big brother and too good to pass up. What I found was that the Echo Dot was perfectly sufficient for the first floor. It's hard to know if the sound will be loud enough or if Alexa could hear from all parts of the room just by seeing it at the retail store, but Alexa (Echo Dot) had no problems hearing and responding to our commands. We typically set the volume setting to volume level 7 and music is loud enough for us to hear everywhere. It helps to have it centrally located in the room, and I am no farther than 20 feet away from the device speaking at relatively normal voice volume.    My wife, an initial skeptic, is really surprised by how smart the Echo Dot is, and my kid loves it as well. The only thing that is CON for me is that the Amazon Echo &#34;skills&#34; that can be learned still feels like in the infant stages and many of the &#34;skills&#34; not as polished. Certainly there are several companies that have helped designed some really good skills like Capital One, Fitbit, and Domino's, but there's still not a lot to choose from. I hope that more and more companies will jump on this quickly.    Considering everything, for $40/$50 bucks this is a great value and easy way to get yourself introduced to home automation and voice recognition technology, and overall, I would highly recommend this product.    The product comes in a small package, and everything that comes in the box can be seen in pictures attached. ",
"Lantana Al","October 24, 2016 ",5.0,"Amazon Echo is a great device (I was one of the first to have one and waiting for months for my first Echo to ship as Amazon vastly underestimated the demand for a device like this) and the Echo Dot (2nd generation) is fantastic in its size and capability (I bought a six pack to get one free). There is no volume ring on the 2nd gen Dot like there is on the original Echo and the 1st gen Echo Dot but it's no big deal as there are volume buttons now and the cost of the volume ring wasn't worth it if you ask me (it was nice, but for most people not worth the money). Most of the time you'll want to adjust the volume by voice anyway (like &#34;Alexa volume 5&#34;). The 2nd gen Echo Dot is also available in white but I'm sticking with black. UPDATE: I actually prefer the cheaper volume buttons on the Dot 2 to the volume ring now.    The fact that you can just talk from across the room and it can hear you (most of the time) really sets this apart. If you think you already have an Echo because you have Siri, Cortana, or Google, then know that it's just not the same.    Things I do: set timers, set alarms, get weather info, ask basic questions, listen to music (like Prime Music, Prime Stations, songs I bought, etc), listen to radio, ask for jokes, turn things on and off, and I'm sure I'm forgetting some things. The Echo really excels at playing music. I love it than I can ask for a song I want to hear and it will play it (most of the time anyway). At night I often listen to a local radio station and I just say &#34;Alexa stop&#34; without having to get out of bed when I want to stop listening.    When I listen to Prime Station I can tell it &#34;thumbs up&#34; if I like the song or &#34;thumbs down&#34; if I don't... and when I listen to the station again it won't play the songs that I've thumbed down.    Using the built-in speaker, the sound quality is decent for voice. For music you'll want to connect it to a speaker system because the Dot's small internal speaker is weak. I do wish I could AirPlay to a device from the Echo when I'm playing music and want the best sound quality, however Bluetooth is pretty impressive when it uses the near-CD quality codecs.    Positives:  * The new feature that Amazon added (ESP - Echo Spatial Perception) so that the nearest Echo responds is fantastic. I was also very happy to hear that the first generation Echoes will also support this in the next firmware update (I think devices are updating now). From my research, if the Echo app shows that you have a device software version greater than 4008 then you should have the update with ESP support. Unfortunately there does seem to be a minor downside: the Echo's response can sometimes be slightly delayed while multiple Echoes figure out which Echo is closest and should respond.  * It seems to hear better when playing music than the first gen. It was annoying when you would try to talk to it while it was playing but it couldn't hear you. The new Dot hears better during music playback but it's still not &#34;Star Trek quality&#34; hearing; sometimes you may still need to raise your voice.  * It's relatively cheap and well worth the asking price.  * It has a 3.5mm stereo audio jack, which I use with two of my Dots to connect to the line-in on one of my computers and another to the line-in on an old compact stereo/CD player. Sound quality should be good enough for anyone except audiophiles.  * Some people complain of connection issues, but all of my Echoes stay connected without issue to my&nbsp;Asus RT-AC68U&nbsp;router.  * If you want to 'Wikipedia' something then you can say 'Alexa, Wikipedia &#60;subject&#62;'. She'll read a little from Wikipedia. If you want her to read more after she stops then just say 'Alexa, tell me more'. This can be useful sometimes.    Negatives (mostly minor but take note):  * Warranty is only 90 days. I think it should be 1 year. Of course they will sell you a SquareTrade 1, 2, or 3 year warranty for $5/year if you want. Perhaps another cost-cutting move.  * The shiny (glossy) black surface can be a fingerprint magnet but you probably won't be touching it often. The previous generation wasn't glossy.  * I had trouble configured my 2nd Echo Dot (the first one went fine). The Alexa app (on Android) gave me the cryptic message &#34;Authorization expired. Please reconnect your phone to the internet, log out from the app and retry&#34;. Got it several times. I resolved it by signing out of the Alexa app and then signing back in, having to re-enter my email and password.... annoying... and I wonder why I didn't have this issue setting up my first Echo Dot just minutes prior???? Oh well. UPDATE: This just happened again on another day when setting up two more Echo Dots. This first Echo Dot setup went fine, but on the second one I got the &#34;Authorization expired.&#34; message again. Beware of this issue if setting up more than one Echo Dot.  * While trying out Amazon Music Unlimited with the Echo I immediately ran into the issue of the Echo playing the explicit version of songs instead of the clean version. There should be an option to never play explicit songs and to play the clean version instead (some people have children). The workaround until Amazon addresses this problem is to add the clean song to your music library and then say &#34;Alexa play &#60;song&#62; from my library&#34;.  * This doesn't affect me, but the Echo does not support enterprise networks that require centralized network authentication with a login. Some might want to know this (like teachers who might want to use it in a school that uses this type of network authentication).  * The Android Amazon Alexa app can be slow and frustrating sometimes. For example, when launching it sometimes just sits there on the intro screen and spins forever until you shut down the app and restart it again.  * Doesn't hear well in a noisy environment, or when other people (including on TV) are talking at the same time.    Home Automation:  * I use several&nbsp;Belkin WeMo&nbsp;switches to control some lights and fans. They work pretty well although not always perfectly. Fortunately they work better now after all the firmware updates.  * I can control my Honeywell WiFi thermostats using the &#34;Honeywell Total Connect Comfort&#34; skill. I have two downstairs for 2 zones. I have one&nbsp;Honeywell RTH9580WF1005/W1&nbsp;and one&nbsp;Honeywell RTH6580WF.  * I recently set it up to turn on and off certain activities with a&nbsp;Logitech Smart Hub. For example, I can say &#34;Alexa, turn on TiVo&#34; and it will turn on the TV and my receiver and set the TV and receiver inputs correctly. I can then use the remote which is synced... and turn it all off with &#34;Alexa turn off TiVo&#34;. There were some annoyances getting it all setup but I think it's pretty &#34;cool&#34; even though you can only start and stop activities with Alexa so you still need the remote to do other things (change channel, adjust volume, mute, pause, etc).  * I think I've only really scratched the surface of what is possible with home automation. I have not tried IFTTT (&#34;if this then that&#34;) recipes yet but I hear it is quite powerful and hope to try it out when I have more time to &#34;play&#34;.    Wishes:  * High-quality digital audio output that is better than Bluetooth. If it had this then you could really get high quality audio output from it, but most people probably don't really care that much as analog out is &#34;good enough&#34;.  * Smarter. After 2 years I wish the Echo was smarter. Yes, it has definitely improved over time but Google can still answer more questions than Alexa. It's going to be hard to beat Google in answering general questions.  * Weather alerts. I suggested this a long time ago and they still haven't added it... perhaps due to legal reasons? If would be great if it would sound some sort of alarm or notification for severe weather.  * Built-in support for notifying others that you might need help. This would be good for the elderly. There is a &#34;Ask My Buddy&#34; skill however, but the verbiage is a little awkward (&#34;Alexa, Ask My Buddy to Send Help&#34;) and it's free so if the developer decides to stop support then that might leave a lot of people without service at an inopportune time.    Compared to Google Home (which I just bought):  * Setup on Google Home was super-simple, easier than Echo (the Android app worked really well and setup seemed streamlined)  * Google Home is smarter for general questions... significantly smarter. I asked Google &#34;How long does it take to get to the Honda dealer in Lewisville&#34; and it told me about 26 minutes in current traffic conditions. Awesome. The Echo totally failed here.  * No AUX audio output like on Echo Dot  * I prefer saying &#34;Alexa&#34; to &#34;OK Google&#34; as the wake word (UPDATE: &#34;Hey Google&#34; works now too!)  * I currently prefer Echo for music and smart home control but I consider Google Home a serious threat to Echo because it is more &#34;intelligent&#34; than Echo    Other:  * It doesn't come with a 3.5mm audio cable but I can understand why as many people would probably not use it and Amazon wants to get the cost as low as possible so this isn't a big deal.  * The USB power cable is about 5 feet.  * The 1st gen Echo Dot was almost double the price. I feel a little disappointed that they now have a 2nd gen that is overall better for much less money... and that it came out very shortly after the 1st gen Echo Dots.  * You don't need any other Echo units to use the Dot... some people might think you do but this is just like the &#34;big Echo&#34;, only without the &#34;big&#34; sound. Instead a little speaker is included.  * It's USB powered and comes with a USB power adapter and USB cable. NOTE: If you use a USB power connection other than from the included power adapter then there could be power and/or sound quality issues. I had some sound quality issues (background noises) and eliminated them by switching to the included USB power adapter.  * About 10 or 15 minutes after setting it up, it said something like &#34;your Echo received an important update and must restart&#34;. So if you are having issues with it then you may want to give it awhile so it can update if needed.  * For better understanding of what you say, go to the Alexa app and Settings-&#62;Voice Training.  * I bought some of these powered bookshelf speakers, hooked them to the Echo Dot, and have been impressed with what you get for the money:&nbsp;Edifier R1280T Powered Bookshelf Speakers    While not perfect, I really like the Amazon Echo. I think the technology and potential is still in its infancy but the Echo is already really useful and excels at home automation, playing music, podcasts, and radio. Highly recommended, especially for the price. UPDATE: I'm reducing my rating from 4.5 to 4 stars due to Google Home being much smarter at answering general questions. The Echo is a good device but I think you should also seriously consider Google Home. ",
"Amazon Customer","December 14, 2016 ",5.0,"Honestly, I love mine but obviously, there are some things that could be better. What do I love about it? Both my boyfriend and I downloaded the app and have access to a shopping list that we can both use at the grocery store depending on who is there. With a simple wake up word (her name) and the command of adding an item to the shopping list, it appears in the app. I can ask for a flash briefing and NPR news is retrieved and I am caught up all over the world in subjects from politics all the way to sports news. She also gives great weather information so that I am able to plan for my day ahead. Alexa can learn many skills that continue to evolve. Knowledge from what wines to pair with what meats and good cooking substitutes to helping with a drinking game and other games & trivia. Alexa comes in handy when I need a hands-free timer in the kitchen or an alarm for a nap. Now, what I don't really like but can get passed it once I get the hang of it. Sometimes you ask a question but she doesn't understand the question but you reword the question and she is able to understand it. So just be sure your wording the question correctly. Also, remember that Alexa is always listening. ",
Andrew,"October 24, 2016 ",4.0,"This was my first Echo purchase and I am overall very pleased with it's performance. Initially, I was worried that it was going to be a Siri knockoff with only a limited number of voice commands and functions with constant errors; however, I have not received single error response since I have owned it. I am an Amazon Prime member and from the time I clicked confirm purchase to the time it was delivered to my doorstep only took 3 days, and best part of all, shipping was free.    I currently have mine sitting by my bed and have synced it with the app, available on for all phone types, which allows me to carry out a number of voice commands including: &#34;Alexa, set an alarm for..., check the weather, play Pandora, or tell me a joke.&#34; The app interface is a little clunky at times, but you're able to see the history of recent requests, and Alexa is constantly learning and adapting to your specific commands and style.    If you are looking to buy an Echo Dot because you want a cheap introduction into Bluetooth connectivity with household lights, televisions, gaming systems, thermostats, or other Echo products then buy this Echo Dot. I am working with a grad student budget, and for $50 dollars this sleek and sexy &#34;command station&#34; was worth every penny. I did not receive any compensation for this review, I am writing it because I debated on buying one for about a week before pulling the trigger, and I just want to speed up the process for people like me who may be waffling...trust me, its completely worth the $50. ",
"LUCY  Von","April 12, 2017 ",4.0,"I got Dot about a week after the big Echo from my son as a gift. We set her up and all was fine. Until nothing eas fine anymore 😢 . She would respond initially, but not always though, and when she was playing music she would not respond to the wake word. At all. I reset, few times, but nithing worked. I called Amazon. Within minutes they had me connected to Echo's tech support, and in no time did we have Dot fixed. They reset her factory settings with me. We tested and now our darling little Dot is happy and healthy! So call Amazon if you do have issues, it's a matter of setup or wifi or in any case, something that they can fix. Wonderful support for a wondrful device. I do wish I could call her Dot though. Or a name that I choose. Because now I have two Alexa's in one household 🤔, and calling her Echo or Amazon ain't gonna work for me 😢. Please vote my review up if you liked it. ",
"Marquino Gadget guru","March 26, 2017 ",5.0,"This is what I`ve been waiting for!!!!  It is simple amazing what you can do with technology nowadays, Amazon is always innovating and staying on top with technology.  This new Amazon Echo Dot does what it says it does and provides all the necessary information by simply asking!  We like it to much i got a second device to add it in my room, been able to connect to your Bluetooth speakers and devices you can automate lots of things.  Great job Amazon ",
